DisplayName,Enabled,SamAccountName,UserPrincipalName,Department,Path,GivenName,Surname,Title,City,Company,Country
Diane Room,TRUE,DianeR,DianeR@contoso.local,,"CN=Users,DC=contoso,DC=local",Diane,Room,Geographic information specialist,Tel Aviv,contoso.local,IL
Paul Haley,TRUE,PaulH,PaulH@contoso.local,,"CN=Users,DC=contoso,DC=local",Paul,Haley,Apparel worker,Tel Aviv,contoso.local,IL
Lawrence Chamberlin,TRUE,LawrenceC,LawrenceC@contoso.local,,"CN=Users,DC=contoso,DC=local",Lawrence,Chamberlin,Clinical social worker,Tel Aviv,contoso.local,IL
Ellis Lee,TRUE,EllisL,EllisL@contoso.local,,"CN=Users,DC=contoso,DC=local",Ellis,Lee,Surveillance agent,Tel Aviv,contoso.local,IL
Brandon Babineau,TRUE,BrandonB,BrandonB@contoso.local,,"CN=Users,DC=contoso,DC=local",Brandon,Babineau,Soldier,Tel Aviv,contoso.local,IL
Frank Solis,TRUE,FrankS,FrankS@contoso.local,,"CN=Users,DC=contoso,DC=local",Frank,Solis,Dining room and cafeteria attendant,Tel Aviv,contoso.local,IL
Josephine Reynolds,TRUE,JosephineR,JosephineR@contoso.local,,"CN=Users,DC=contoso,DC=local",Josephine,Reynolds,Benefits administrator,Tel Aviv,contoso.local,IL
Todd Grays,TRUE,ToddG,ToddG@contoso.local,,"CN=Users,DC=contoso,DC=local",Todd,Grays,Jailer,Tel Aviv,contoso.local,IL
Catherine Collins,TRUE,CatherineC,CatherineC@contoso.local,,"CN=Users,DC=contoso,DC=local",Catherine,Collins,Forest and conservation worker,Tel Aviv,contoso.local,IL
Donald Ingram,TRUE,DonaldI,DonaldI@contoso.local,,"CN=Users,DC=contoso,DC=local",Donald,Ingram,Automotive air-conditioning repairer,Tel Aviv,contoso.local,IL
William Valdez,TRUE,WilliamV,WilliamV@contoso.local,,"CN=Users,DC=contoso,DC=local",William,Valdez,Psychiatric nursing assistant,Tel Aviv,contoso.local,IL
Clarice Bieber,TRUE,ClariceB,ClariceB@contoso.local,,"CN=Users,DC=contoso,DC=local",Clarice,Bieber,Archivist,Tel Aviv,contoso.local,IL
Alma Campbell,TRUE,AlmaC,AlmaC@contoso.local,,"CN=Users,DC=contoso,DC=local",Alma,Campbell,Logging equipment operator,Tel Aviv,contoso.local,IL
Robert Ramirez,TRUE,RobertR,RobertR@contoso.local,,"CN=Users,DC=contoso,DC=local",Robert,Ramirez,International human resources manager,Tel Aviv,contoso.local,IL
Tammy Mercer,TRUE,TammyM,TammyM@contoso.local,,"CN=Users,DC=contoso,DC=local",Tammy,Mercer,Mobile heavy equipment mechanic,Tel Aviv,contoso.local,IL
James Hord,TRUE,JamesH,JamesH@contoso.local,,"CN=Users,DC=contoso,DC=local",James,Hord,Mail clerk,Tel Aviv,contoso.local,IL
Joel Bryan,TRUE,JoelB,JoelB@contoso.local,,"CN=Users,DC=contoso,DC=local",Joel,Bryan,Clinical laboratory scientist,Tel Aviv,contoso.local,IL
Leigh Howell,TRUE,LeighH,LeighH@contoso.local,,"CN=Users,DC=contoso,DC=local",Leigh,Howell,Apartment leasing agent,Tel Aviv,contoso.local,IL
William Patel,TRUE,WilliamP,WilliamP@contoso.local,,"CN=Users,DC=contoso,DC=local",William,Patel,Composer,Tel Aviv,contoso.local,IL
Mary Herrera,TRUE,MaryH,MaryH@contoso.local,,"CN=Users,DC=contoso,DC=local",Mary,Herrera,Sawing machine operator,Tel Aviv,contoso.local,IL
Joan Colon,TRUE,JoanC,JoanC@contoso.local,,"CN=Users,DC=contoso,DC=local",Joan,Colon,Executive,Tel Aviv,contoso.local,IL
Mario Murrin,TRUE,MarioM,MarioM@contoso.local,,"CN=Users,DC=contoso,DC=local",Mario,Murrin,Air traffic controller,Tel Aviv,contoso.local,IL
Frank Underwood,TRUE,FrankU,FrankU@contoso.local,,"CN=Users,DC=contoso,DC=local",Frank,Underwood,Job printer,Tel Aviv,contoso.local,IL
Marjorie Wilson,TRUE,MarjorieW,MarjorieW@contoso.local,,"CN=Users,DC=contoso,DC=local",Marjorie,Wilson,Safety specialist,Tel Aviv,contoso.local,IL
Wayne Crowther,TRUE,WayneC,WayneC@contoso.local,,"CN=Users,DC=contoso,DC=local",Wayne,Crowther,Music director,Tel Aviv,contoso.local,IL
Kim Woodward,TRUE,KimW,KimW@contoso.local,,"CN=Users,DC=contoso,DC=local",Kim,Woodward,Aircraft pilot,Tel Aviv,contoso.local,IL
Robert Powell,TRUE,RobertP,RobertP@contoso.local,,"CN=Users,DC=contoso,DC=local",Robert,Powell,Weaving machine operator,Tel Aviv,contoso.local,IL
James Clarke,TRUE,JamesC,JamesC@contoso.local,,"CN=Users,DC=contoso,DC=local",James,Clarke,Upholsterer,Tel Aviv,contoso.local,IL
Kristina Buitron,TRUE,KristinaB,KristinaB@contoso.local,,"CN=Users,DC=contoso,DC=local",Kristina,Buitron,Medical social worker,Tel Aviv,contoso.local,IL
David Stillwell,TRUE,DavidS,DavidS@contoso.local,,"CN=Users,DC=contoso,DC=local",David,Stillwell,Administrative clerk,Tel Aviv,contoso.local,IL
Robin Neff,TRUE,RobinN,RobinN@contoso.local,,"CN=Users,DC=contoso,DC=local",Robin,Neff,Loading machine operator,Tel Aviv,contoso.local,IL
Albert Benitez,TRUE,AlbertB,AlbertB@contoso.local,,"CN=Users,DC=contoso,DC=local",Albert,Benitez,Bank teller,Tel Aviv,contoso.local,IL
Shane Davis,TRUE,ShaneD,ShaneD@contoso.local,,"CN=Users,DC=contoso,DC=local",Shane,Davis,Plant operator,Tel Aviv,contoso.local,IL
Santiago Stewart,TRUE,SantiagoS,SantiagoS@contoso.local,,"CN=Users,DC=contoso,DC=local",Santiago,Stewart,Pulmonary function technologist,Tel Aviv,contoso.local,IL
Frank Decker,TRUE,FrankD,FrankD@contoso.local,,"CN=Users,DC=contoso,DC=local",Frank,Decker,Engineering geologist,Tel Aviv,contoso.local,IL
Patrick Allred,TRUE,PatrickA,PatrickA@contoso.local,,"CN=Users,DC=contoso,DC=local",Patrick,Allred,Insurance investigator,Tel Aviv,contoso.local,IL
Deborah Dube,TRUE,DeborahD,DeborahD@contoso.local,,"CN=Users,DC=contoso,DC=local",Deborah,Dube,Transportation attendant,Tel Aviv,contoso.local,IL
Laura Garza,TRUE,LauraG,LauraG@contoso.local,,"CN=Users,DC=contoso,DC=local",Laura,Garza,Biological scientist,Tel Aviv,contoso.local,IL
Stacey Barrett,TRUE,StaceyB,StaceyB@contoso.local,,"CN=Users,DC=contoso,DC=local",Stacey,Barrett,Limousine driver,Tel Aviv,contoso.local,IL
Barbara McNiel,TRUE,BarbaraM,BarbaraM@contoso.local,,"CN=Users,DC=contoso,DC=local",Barbara,McNiel,"Heating, air-conditioning, and refrigeration engineer",Tel Aviv,contoso.local,IL
Steven Rosenblatt,TRUE,StevenR,StevenR@contoso.local,,"CN=Users,DC=contoso,DC=local",Steven,Rosenblatt,Heat treating equipment tender,Tel Aviv,contoso.local,IL
Edward Leonard,TRUE,EdwardL,EdwardL@contoso.local,,"CN=Users,DC=contoso,DC=local",Edward,Leonard,Soldering worker,Tel Aviv,contoso.local,IL
Jack Kelly,TRUE,JackK,JackK@contoso.local,,"CN=Users,DC=contoso,DC=local",Jack,Kelly,Clinical nurse specialist,Tel Aviv,contoso.local,IL
Annette Rummel,TRUE,AnnetteR,AnnetteR@contoso.local,,"CN=Users,DC=contoso,DC=local",Annette,Rummel,Embossing machine operator,Tel Aviv,contoso.local,IL
Matthew Karnes,TRUE,MatthewK,MatthewK@contoso.local,,"CN=Users,DC=contoso,DC=local",Matthew,Karnes,Ballet master,Tel Aviv,contoso.local,IL
Marta Campos,TRUE,MartaC,MartaC@contoso.local,,"CN=Users,DC=contoso,DC=local",Marta,Campos,Personal care aide,Tel Aviv,contoso.local,IL
Everett Morrison,TRUE,EverettM,EverettM@contoso.local,,"CN=Users,DC=contoso,DC=local",Everett,Morrison,Photographic retoucher,Tel Aviv,contoso.local,IL
Michael Alexander,TRUE,MichaelA,MichaelA@contoso.local,,"CN=Users,DC=contoso,DC=local",Michael,Alexander,Trader,Tel Aviv,contoso.local,IL
Belinda Hacker,TRUE,BelindaH,BelindaH@contoso.local,,"CN=Users,DC=contoso,DC=local",Belinda,Hacker,Embalmer,Tel Aviv,contoso.local,IL
David Fish,TRUE,DavidF,DavidF@contoso.local,,"CN=Users,DC=contoso,DC=local",David,Fish,Accountant,Tel Aviv,contoso.local,IL
Edna Lu,TRUE,EdnaL,EdnaL@contoso.local,,"CN=Users,DC=contoso,DC=local",Edna,Lu,Electronic technician,Tel Aviv,contoso.local,IL
Richard Cohen,TRUE,RichardC,RichardC@contoso.local,,"CN=Users,DC=contoso,DC=local",Richard,Cohen,Systems software engineer,Tel Aviv,contoso.local,IL
Ernest Vasquez,TRUE,ErnestV,ErnestV@contoso.local,,"CN=Users,DC=contoso,DC=local",Ernest,Vasquez,Superintendent,Tel Aviv,contoso.local,IL
Mary Silveira,TRUE,MaryS,MaryS@contoso.local,,"CN=Users,DC=contoso,DC=local",Mary,Silveira,Production assistant,Tel Aviv,contoso.local,IL
Mary Mason,TRUE,MaryM,MaryM@contoso.local,,"CN=Users,DC=contoso,DC=local",Mary,Mason,Motorcycle mechanic,Tel Aviv,contoso.local,IL
Kyle Ogle,TRUE,KyleO,KyleO@contoso.local,,"CN=Users,DC=contoso,DC=local",Kyle,Ogle,Aircraft electronics specialist,Tel Aviv,contoso.local,IL
Melissa Avila,TRUE,MelissaA,MelissaA@contoso.local,,"CN=Users,DC=contoso,DC=local",Melissa,Avila,Commentator,Tel Aviv,contoso.local,IL
Michael James,TRUE,MichaelJ,MichaelJ@contoso.local,,"CN=Users,DC=contoso,DC=local",Michael,James,Mortgage broker,Tel Aviv,contoso.local,IL
Alvin Black,TRUE,AlvinB,AlvinB@contoso.local,,"CN=Users,DC=contoso,DC=local",Alvin,Black,Systems analyst,Tel Aviv,contoso.local,IL
Cory Steeves,TRUE,CoryS,CoryS@contoso.local,,"CN=Users,DC=contoso,DC=local",Cory,Steeves,Card punching machine operator,Tel Aviv,contoso.local,IL
Sherry Garcia,TRUE,SherryG,SherryG@contoso.local,,"CN=Users,DC=contoso,DC=local",Sherry,Garcia,EEO officer,Tel Aviv,contoso.local,IL
Chester Williams,TRUE,ChesterW,ChesterW@contoso.local,,"CN=Users,DC=contoso,DC=local",Chester,Williams,System operator,Tel Aviv,contoso.local,IL
Bret Bray,TRUE,BretB,BretB@contoso.local,,"CN=Users,DC=contoso,DC=local",Bret,Bray,Employment clerk,Tel Aviv,contoso.local,IL
Ronald Swan,TRUE,RonaldS,RonaldS@contoso.local,,"CN=Users,DC=contoso,DC=local",Ronald,Swan,Extruding and forming machine setter,Tel Aviv,contoso.local,IL
Emma Carollo,TRUE,EmmaC,EmmaC@contoso.local,,"CN=Users,DC=contoso,DC=local",Emma,Carollo,Finance officer,Tel Aviv,contoso.local,IL
Max Visser,TRUE,MaxV,MaxV@contoso.local,,"CN=Users,DC=contoso,DC=local",Max,Visser,Training manager,Tel Aviv,contoso.local,IL
Dorothy Whitmer,TRUE,DorothyW,DorothyW@contoso.local,,"CN=Users,DC=contoso,DC=local",Dorothy,Whitmer,Estimator project manager,Tel Aviv,contoso.local,IL
Frankie Fenton,TRUE,FrankieF,FrankieF@contoso.local,,"CN=Users,DC=contoso,DC=local",Frankie,Fenton,Commission clerk,Tel Aviv,contoso.local,IL
Katie Negrete,TRUE,KatieN,KatieN@contoso.local,,"CN=Users,DC=contoso,DC=local",Katie,Negrete,Ship engineer,Tel Aviv,contoso.local,IL
Vickie Williams,TRUE,VickieW,VickieW@contoso.local,,"CN=Users,DC=contoso,DC=local",Vickie,Williams,Air Force,Tel Aviv,contoso.local,IL
Kim Holland,TRUE,KimH,KimH@contoso.local,,"CN=Users,DC=contoso,DC=local",Kim,Holland,Network administrator,Tel Aviv,contoso.local,IL
George Fallin,TRUE,GeorgeF,GeorgeF@contoso.local,,"CN=Users,DC=contoso,DC=local",George,Fallin,Closed captioner,Tel Aviv,contoso.local,IL
Thomas Christensen,TRUE,ThomasC,ThomasC@contoso.local,,"CN=Users,DC=contoso,DC=local",Thomas,Christensen,Wastewater treatment plant and system operator,Tel Aviv,contoso.local,IL
Mitchel Douglas,TRUE,MitchelD,MitchelD@contoso.local,,"CN=Users,DC=contoso,DC=local",Mitchel,Douglas,Logging equipment operator,Tel Aviv,contoso.local,IL
Kristina Joseph,TRUE,KristinaJ,KristinaJ@contoso.local,,"CN=Users,DC=contoso,DC=local",Kristina,Joseph,Garment presser,Tel Aviv,contoso.local,IL
Betty Bankston,TRUE,BettyB,BettyB@contoso.local,,"CN=Users,DC=contoso,DC=local",Betty,Bankston,Sheet metal worker,Tel Aviv,contoso.local,IL
Joshua Smallwood,TRUE,JoshuaS,JoshuaS@contoso.local,,"CN=Users,DC=contoso,DC=local",Joshua,Smallwood,Numerical tool and process control programmer,Tel Aviv,contoso.local,IL
Mary Stevens,TRUE,MaryS,MaryS@contoso.local,,"CN=Users,DC=contoso,DC=local",Mary,Stevens,Manpower development advisor,Tel Aviv,contoso.local,IL
Geraldine Powell,TRUE,GeraldineP,GeraldineP@contoso.local,,"CN=Users,DC=contoso,DC=local",Geraldine,Powell,President,Tel Aviv,contoso.local,IL
Gail Jaramillo,TRUE,GailJ,GailJ@contoso.local,,"CN=Users,DC=contoso,DC=local",Gail,Jaramillo,Structural and reinforcing iron and metal worker,Tel Aviv,contoso.local,IL
Bryan Wilson,TRUE,BryanW,BryanW@contoso.local,,"CN=Users,DC=contoso,DC=local",Bryan,Wilson,Cutting machine operator,Tel Aviv,contoso.local,IL
Arnold Locke,TRUE,ArnoldL,ArnoldL@contoso.local,,"CN=Users,DC=contoso,DC=local",Arnold,Locke,Buyer,Tel Aviv,contoso.local,IL
Ila Tackett,TRUE,IlaT,IlaT@contoso.local,,"CN=Users,DC=contoso,DC=local",Ila,Tackett,Textile knitting and weaving machine setter,Tel Aviv,contoso.local,IL
Donald Pete,TRUE,DonaldP,DonaldP@contoso.local,,"CN=Users,DC=contoso,DC=local",Donald,Pete,Coast Guard,Tel Aviv,contoso.local,IL
Hubert Jernigan,TRUE,HubertJ,HubertJ@contoso.local,,"CN=Users,DC=contoso,DC=local",Hubert,Jernigan,Occupational therapist aide,Tel Aviv,contoso.local,IL
Kevin Carl,TRUE,KevinC,KevinC@contoso.local,,"CN=Users,DC=contoso,DC=local",Kevin,Carl,Hotel detective,Tel Aviv,contoso.local,IL
Thomas Person,TRUE,ThomasP,ThomasP@contoso.local,,"CN=Users,DC=contoso,DC=local",Thomas,Person,Chairperson of the board,Tel Aviv,contoso.local,IL
Sharon Jones,TRUE,SharonJ,SharonJ@contoso.local,,"CN=Users,DC=contoso,DC=local",Sharon,Jones,Dental laboratory technician,Tel Aviv,contoso.local,IL
Taryn Zacharias,TRUE,TarynZ,TarynZ@contoso.local,,"CN=Users,DC=contoso,DC=local",Taryn,Zacharias,Bonus clerk,Tel Aviv,contoso.local,IL
Aileen Dumais,TRUE,AileenD,AileenD@contoso.local,,"CN=Users,DC=contoso,DC=local",Aileen,Dumais,Microeconomist,Tel Aviv,contoso.local,IL
Kathleen Moore,TRUE,KathleenM,KathleenM@contoso.local,,"CN=Users,DC=contoso,DC=local",Kathleen,Moore,Limnologist,Tel Aviv,contoso.local,IL
Susan Washington,TRUE,SusanW,SusanW@contoso.local,,"CN=Users,DC=contoso,DC=local",Susan,Washington,Call completion operator,Tel Aviv,contoso.local,IL
Stephen Norwood,TRUE,StephenN,StephenN@contoso.local,,"CN=Users,DC=contoso,DC=local",Stephen,Norwood,Computer clerk,Tel Aviv,contoso.local,IL
Sharon Dittmar,TRUE,SharonD,SharonD@contoso.local,,"CN=Users,DC=contoso,DC=local",Sharon,Dittmar,CT technologist,Tel Aviv,contoso.local,IL
Janet Cabral,TRUE,JanetC,JanetC@contoso.local,,"CN=Users,DC=contoso,DC=local",Janet,Cabral,Meter reader,Tel Aviv,contoso.local,IL
Richard Evans,TRUE,RichardE,RichardE@contoso.local,,"CN=Users,DC=contoso,DC=local",Richard,Evans,Property manager,Tel Aviv,contoso.local,IL
Orpha Hardiman,TRUE,OrphaH,OrphaH@contoso.local,,"CN=Users,DC=contoso,DC=local",Orpha,Hardiman,Station agent,Tel Aviv,contoso.local,IL
Ashley Hong,TRUE,AshleyH,AshleyH@contoso.local,,"CN=Users,DC=contoso,DC=local",Ashley,Hong,Airline pilots,Tel Aviv,contoso.local,IL
Betty Johnsen,TRUE,BettyJ,BettyJ@contoso.local,,"CN=Users,DC=contoso,DC=local",Betty,Johnsen,Curator,Tel Aviv,contoso.local,IL
Summer Reynolds,TRUE,SummerR,SummerR@contoso.local,,"CN=Users,DC=contoso,DC=local",Summer,Reynolds,Emergency physician,Tel Aviv,contoso.local,IL
Melisa Gonzales,TRUE,MelisaG,MelisaG@contoso.local,,"CN=Users,DC=contoso,DC=local",Melisa,Gonzales,Ophthalmic laboratory technician,Tel Aviv,contoso.local,IL
Amelia Calderon,TRUE,AmeliaC,AmeliaC@contoso.local,,"CN=Users,DC=contoso,DC=local",Amelia,Calderon,Fire investigator,Tel Aviv,contoso.local,IL
Gary Erskine,TRUE,GaryE,GaryE@contoso.local,,"CN=Users,DC=contoso,DC=local",Gary,Erskine,Biomedical equipment technician,Tel Aviv,contoso.local,IL
Bill Tate,TRUE,BillT,BillT@contoso.local,,"CN=Users,DC=contoso,DC=local",Bill,Tate,Veterinary assistants and laboratory animal caretaker,Tel Aviv,contoso.local,IL
Doris Reliford,TRUE,DorisR,DorisR@contoso.local,,"CN=Users,DC=contoso,DC=local",Doris,Reliford,Financial planner,Tel Aviv,contoso.local,IL
Mark Noble,TRUE,MarkN,MarkN@contoso.local,,"CN=Users,DC=contoso,DC=local",Mark,Noble,Senior reactor operator,Tel Aviv,contoso.local,IL
Christina Kang,TRUE,ChristinaK,ChristinaK@contoso.local,,"CN=Users,DC=contoso,DC=local",Christina,Kang,Gaming supervisor,Tel Aviv,contoso.local,IL
Joseph Bingham,TRUE,JosephB,JosephB@contoso.local,,"CN=Users,DC=contoso,DC=local",Joseph,Bingham,Deputy marshal,Tel Aviv,contoso.local,IL
James Hutchison,TRUE,JamesH,JamesH@contoso.local,,"CN=Users,DC=contoso,DC=local",James,Hutchison,Respiratory nurse,Tel Aviv,contoso.local,IL
Leah Cherry,TRUE,LeahC,LeahC@contoso.local,,"CN=Users,DC=contoso,DC=local",Leah,Cherry,Medical coder,Tel Aviv,contoso.local,IL
Theresa Lamp,TRUE,TheresaL,TheresaL@contoso.local,,"CN=Users,DC=contoso,DC=local",Theresa,Lamp,Stonemason,Tel Aviv,contoso.local,IL
Steven Martin,TRUE,StevenM,StevenM@contoso.local,,"CN=Users,DC=contoso,DC=local",Steven,Martin,Manpower development advisor,Tel Aviv,contoso.local,IL
Michael Bradshaw,TRUE,MichaelB,MichaelB@contoso.local,,"CN=Users,DC=contoso,DC=local",Michael,Bradshaw,"Railroad brake, signal, and switch operator",Tel Aviv,contoso.local,IL
Anna Ehrhardt,TRUE,AnnaE,AnnaE@contoso.local,,"CN=Users,DC=contoso,DC=local",Anna,Ehrhardt,Publicity expert,Tel Aviv,contoso.local,IL
Raul King,TRUE,RaulK,RaulK@contoso.local,,"CN=Users,DC=contoso,DC=local",Raul,King,Training and development manager,Tel Aviv,contoso.local,IL
William Bellino,TRUE,WilliamB,WilliamB@contoso.local,,"CN=Users,DC=contoso,DC=local",William,Bellino,Marine surveyor,Tel Aviv,contoso.local,IL
Gwendolyn Engelman,TRUE,GwendolynE,GwendolynE@contoso.local,,"CN=Users,DC=contoso,DC=local",Gwendolyn,Engelman,Digital imaging technician,Tel Aviv,contoso.local,IL
William Delatorre,TRUE,WilliamD,WilliamD@contoso.local,,"CN=Users,DC=contoso,DC=local",William,Delatorre,High school teacher,Tel Aviv,contoso.local,IL
Angelique Petty,TRUE,AngeliqueP,AngeliqueP@contoso.local,,"CN=Users,DC=contoso,DC=local",Angelique,Petty,Rail transportation occupation,Tel Aviv,contoso.local,IL
Edgar Aquino,TRUE,EdgarA,EdgarA@contoso.local,,"CN=Users,DC=contoso,DC=local",Edgar,Aquino,CT technologist,Tel Aviv,contoso.local,IL
Lorenzo Lyons,TRUE,LorenzoL,LorenzoL@contoso.local,,"CN=Users,DC=contoso,DC=local",Lorenzo,Lyons,Neonatal nurse,Tel Aviv,contoso.local,IL
Susan Lamb,TRUE,SusanL,SusanL@contoso.local,,"CN=Users,DC=contoso,DC=local",Susan,Lamb,Arborist,Tel Aviv,contoso.local,IL
Tara Hensley,TRUE,TaraH,TaraH@contoso.local,,"CN=Users,DC=contoso,DC=local",Tara,Hensley,Real-time captioner,Tel Aviv,contoso.local,IL
Paula Day,TRUE,PaulaD,PaulaD@contoso.local,,"CN=Users,DC=contoso,DC=local",Paula,Day,Academic dean,Tel Aviv,contoso.local,IL
James Mazzarella,TRUE,JamesM,JamesM@contoso.local,,"CN=Users,DC=contoso,DC=local",James,Mazzarella,Lathe and turning machine tool operator,Tel Aviv,contoso.local,IL
Tim Crawley,TRUE,TimC,TimC@contoso.local,,"CN=Users,DC=contoso,DC=local",Tim,Crawley,Compensation and benefits technician,Tel Aviv,contoso.local,IL
Maryann Milligan,TRUE,MaryannM,MaryannM@contoso.local,,"CN=Users,DC=contoso,DC=local",Maryann,Milligan,Landscape designer,Tel Aviv,contoso.local,IL
Yesenia Smith,TRUE,YeseniaS,YeseniaS@contoso.local,,"CN=Users,DC=contoso,DC=local",Yesenia,Smith,Gaming investigator,Tel Aviv,contoso.local,IL
Maria Lewis,TRUE,MariaL,MariaL@contoso.local,,"CN=Users,DC=contoso,DC=local",Maria,Lewis,Agricultural laborer,Tel Aviv,contoso.local,IL
Kristopher Dunham,TRUE,KristopherD,KristopherD@contoso.local,,"CN=Users,DC=contoso,DC=local",Kristopher,Dunham,Automotive painter,Tel Aviv,contoso.local,IL
Paul Leake,TRUE,PaulL,PaulL@contoso.local,,"CN=Users,DC=contoso,DC=local",Paul,Leake,Professor,Tel Aviv,contoso.local,IL
Inez Mattson,TRUE,InezM,InezM@contoso.local,,"CN=Users,DC=contoso,DC=local",Inez,Mattson,Demographic economist,Tel Aviv,contoso.local,IL
Rose Smith,TRUE,RoseS,RoseS@contoso.local,,"CN=Users,DC=contoso,DC=local",Rose,Smith,Certified nurse-midwife,Tel Aviv,contoso.local,IL
Juanita Beagle,TRUE,JuanitaB,JuanitaB@contoso.local,,"CN=Users,DC=contoso,DC=local",Juanita,Beagle,Direct care worker,Tel Aviv,contoso.local,IL
Randall Asher,TRUE,RandallA,RandallA@contoso.local,,"CN=Users,DC=contoso,DC=local",Randall,Asher,Government accountant,Tel Aviv,contoso.local,IL
Amy Herrmann,TRUE,AmyH,AmyH@contoso.local,,"CN=Users,DC=contoso,DC=local",Amy,Herrmann,Developmental psychologist,Tel Aviv,contoso.local,IL
Betty Ruel,TRUE,BettyR,BettyR@contoso.local,,"CN=Users,DC=contoso,DC=local",Betty,Ruel,Medical equipment preparer,Tel Aviv,contoso.local,IL
Duane Cox,TRUE,DuaneC,DuaneC@contoso.local,,"CN=Users,DC=contoso,DC=local",Duane,Cox,Grief counselor,Tel Aviv,contoso.local,IL
Wilma Lloyd,TRUE,WilmaL,WilmaL@contoso.local,,"CN=Users,DC=contoso,DC=local",Wilma,Lloyd,Commercial and industrial designer,Tel Aviv,contoso.local,IL
Beverly Wilson,TRUE,BeverlyW,BeverlyW@contoso.local,,"CN=Users,DC=contoso,DC=local",Beverly,Wilson,Broker associate,Tel Aviv,contoso.local,IL
Cordelia Street,TRUE,CordeliaS,CordeliaS@contoso.local,,"CN=Users,DC=contoso,DC=local",Cordelia,Street,Conductor,Tel Aviv,contoso.local,IL
Betsy Day,TRUE,BetsyD,BetsyD@contoso.local,,"CN=Users,DC=contoso,DC=local",Betsy,Day,Title abstractor,Tel Aviv,contoso.local,IL
Cameron Schultz,TRUE,CameronS,CameronS@contoso.local,,"CN=Users,DC=contoso,DC=local",Cameron,Schultz,Security and fire alarm systems installer,Tel Aviv,contoso.local,IL
Lee Murphy,TRUE,LeeM,LeeM@contoso.local,,"CN=Users,DC=contoso,DC=local",Lee,Murphy,Holistic nurse,Tel Aviv,contoso.local,IL
Margaret Cline,TRUE,MargaretC,MargaretC@contoso.local,,"CN=Users,DC=contoso,DC=local",Margaret,Cline,Dividend clerk,Tel Aviv,contoso.local,IL
Raymond McClaskey,TRUE,RaymondM,RaymondM@contoso.local,,"CN=Users,DC=contoso,DC=local",Raymond,McClaskey,Support staff specialist,Tel Aviv,contoso.local,IL
Carolyn Setser,TRUE,CarolynS,CarolynS@contoso.local,,"CN=Users,DC=contoso,DC=local",Carolyn,Setser,Product promoter,Tel Aviv,contoso.local,IL
Christine Gaines,TRUE,ChristineG,ChristineG@contoso.local,,"CN=Users,DC=contoso,DC=local",Christine,Gaines,Hairstylist,Tel Aviv,contoso.local,IL
Vincent Waterman,TRUE,VincentW,VincentW@contoso.local,,"CN=Users,DC=contoso,DC=local",Vincent,Waterman,Food cooking machine tender,Tel Aviv,contoso.local,IL
Lourdes Allen,TRUE,LourdesA,LourdesA@contoso.local,,"CN=Users,DC=contoso,DC=local",Lourdes,Allen,Ordnance handling expert,Tel Aviv,contoso.local,IL
Pedro Hawkins,TRUE,PedroH,PedroH@contoso.local,,"CN=Users,DC=contoso,DC=local",Pedro,Hawkins,Weather forecaster,Tel Aviv,contoso.local,IL
Cheryl Boone,TRUE,CherylB,CherylB@contoso.local,,"CN=Users,DC=contoso,DC=local",Cheryl,Boone,Communications specialist,Tel Aviv,contoso.local,IL
James Merrick,TRUE,JamesM,JamesM@contoso.local,,"CN=Users,DC=contoso,DC=local",James,Merrick,Foreign language translator,Tel Aviv,contoso.local,IL
Sonya Shannon,TRUE,SonyaS,SonyaS@contoso.local,,"CN=Users,DC=contoso,DC=local",Sonya,Shannon,Estimator project manager,Tel Aviv,contoso.local,IL
